Evidence_topic_id,Article_topic_id,Evidence_text
Evidence_Covid_C2.2_573,covid_4367,"Cases peaked about three times higher than the average for that period, and they topped out about two months earlier than they normally do, according to official government surveillance reports."
Evidence_Covid_C2.2_574,covid_4367,Rates of influenza-like illness have also been higher in New Zealand this year than they have been for the past two years.
Evidence_Covid_C2.2_575,covid_4367,"The US should take heed, Dr. Anthony Fauci, director of the National Institutes of Allergy and Infectious Diseases, told Bloomberg News. "
Evidence_Covid_C2.2_576,covid_4367,"¡°The Southern Hemisphere has had a pretty bad flu season, and it came on early,¡± Fauci said. ¡°Influenza ¨C as we all have experienced over many years ¨C can be a serious disease, particularly when you have a bad season.¡± He said that means the US could see flu make a comeback while Covid-19 is still circulating at higher levels."
Evidence_Covid_C2.2_577,covid_4369,"Medicare has a new initiative that will cover up to eight over-the-counter COVID-19 tests each calendar month, at no cost to you. "
Evidence_Covid_C2.2_578,covid_4369,"Medicare will cover these tests if you have Part B, including those enrolled in a Medicare Advantage plan."
Evidence_Covid_C2.2_579,covid_4369,"Medicare won¡¯t cover over-the-counter COVID-19 tests if you only have Medicare Part A (Hospital Insurance) coverage, but you may be able to get free tests through other programs."
Evidence_Covid_C2.2_580,covid_4369,"It starts April 4, 2022, and continues until the COVID-19 public health emergency (PHE) ends. People with Medicare Part B can get up to eight free over-the-counter tests for the month of April any time before April 30, and can then get another set of eight free over-the-counter tests during each subsequent calendar month through the end of the COVID-19 PHE."
Evidence_Covid_C2.2_581,covid_4369,"Medicare will not provide payment for over-the-counter COVID-19 tests obtained prior to April 4, 2022."
Evidence_Covid_C2.2_582,covid_4369,"Starting April 4, 2022, this initiative covers up to eight over-the-counter COVID-19 tests each calendar month. If you¡¯ve gotten eight of these tests in the current calendar month, you will need to wait until the beginning of the next calendar month to get more tests."
Evidence_Covid_C2.2_583,covid_4370,Google employees say they¡¯ve been receiving a deluge of Covid exposure notifications since being asked to return to offices.
Evidence_Covid_C2.2_584,covid_4370,"A group of workers is asking the company to drop its vaccine mandate, arguing that they are still banned from in-person meetings while Covid cases occur regularly in offices with fully vaccinated employees."
Evidence_Covid_C2.2_585,covid_4370,Google employees say they¡¯ve been receiving a deluge of Covid exposure notifications since being asked to return to offices.
Evidence_Covid_C2.2_586,covid_4370,"The employees, who spoke with CNBC on the condition of anonymity, said since they have been asked to return to offices, infections notifications pop up in their email inboxes regularly."
Evidence_Covid_C2.2_587,covid_4370,"Since then, staffers have pushed back on the mandate after they worked efficiently for so long at home while the company enjoyed some of its fastest revenue growth in 15 years."
Evidence_Covid_C2.2_588,covid_4370,"Now, some Google employees are asking the company to drop the vaccine mandate, arguing Covid-19 outbreaks keep happening anyway in the offices where employees are fully vaccinated. "
Evidence_Covid_C2.2_589,covid_4374,The anti-vaccine movement is gaining strength even after 1 million Americans have died of Covid-19.
Evidence_Covid_C2.2_590,covid_4374,"Worse, experts fear the politicized backlash to the Covid-19 vaccines is already fostering skepticism about routine vaccinations generally, from childhood immunizations to flu shots."
Evidence_Covid_C2.2_591,covid_4374,"Across the country, Republican lawmakers have drafted a pile of anti-vaccine mandate bills this year, chipping away at a foundational health practice for the last half-century."
Evidence_Covid_C2.2_592,covid_4374,"Although that might be an effect of missed checkups during the worst of the pandemic, there are other signs that faith in vaccines might be falling: Fewer Americans said this year and last year that they will get the flu shot compared to the few years before, according to a new poll from the National Foundation for Infectious Diseases."
Evidence_Covid_C2.2_593,covid_4374,"And with the anti-vaccine movement growing stronger, experts expect its adherents to grow only more ambitious, targeting the school vaccine mandates that have been critical up to now in eradicating diseases like measles, mumps, and polio."
Evidence_Covid_C2.2_594,covid_4374,Yet the US seems to be coming out of the pandemic not only lagging in seasonal Covid-19 and flu shots but also with many politicians eager to roll back the measures that had once made routine vaccinations the rare issue to have more than 90 percent approval from the American public.
Evidence_Covid_C2.2_595,covid_4377,"In a wide-ranging interview with POLITICO, he spoke of his legacy, the hard truths about the country¡¯s pandemic response and his desire to calm the politicization wracking the country."
Evidence_Covid_C2.2_596,covid_4377,"With his career winding down, Fauci wants to help repair the national bonds that the pandemic shredded, and tamp down the partisan polarization that has turned him, and science itself, into a lightning rod."
Evidence_Covid_C2.2_597,covid_4377,"Fauci says he¡¯s prepared for the onslaught of attacks that could come in a Republican-controlled House or Senate next year ¡ª with many running in the midterms on campaigns deriding the lockdowns, school closures and masking requirements that Fauci said were necessary pandemic precautions ¡ª but insists that is not part of his calculus for retirement."
Evidence_Covid_C2.2_598,covid_4377,"Some rejected his recommendations to get vaccinated, mask up or limit social events from the start, Fauci admits. But now even cautious Americans deferential to experts are tired."
Evidence_Covid_C2.2_599,covid_4377,"¡°It¡¯s becoming more and more difficult to get people to listen, because even the people who are compliant want this behind them,¡± Fauci said. That doesn¡¯t mean giving up, he insists. ¡°What I try to convince them [of], with my communication method, is we¡¯re not asking you to dramatically alter your lifestyle. We¡¯re not asking you to really interfere with what you do with your life. We¡¯re just asking you to consider some simple, doable mitigation methods.¡±"
Evidence_Covid_C2.2_600,covid_4377,Those methods have been mired in partisan battles. Federal courts have struck Biden administration vaccine-or-test mandates and mask requirements.
Evidence_Covid_C2.2_601,covid_4269,"Boston University issued a statement saying that nothing more dangerous had been created, but they also admitted that they had not asked the National Institutes of Health for permission because they weren't required to do that."
Evidence_Covid_C2.2_602,covid_4269,"Using a mix of federal money and private University funds, with the approval of a Boston University biosafety committee and the Boston Public Health Commission, researchers took a small part of Omicron and added it to the original coronavirus."
Evidence_Covid_C2.2_603,covid_4269,The Federal government is investigating whether BU should have told the NIH what they were doing. 
Evidence_Covid_C2.2_604,covid_4269,The Boston Public Health Commission is checking to make sure all safety protocols were followed.
Evidence_Covid_C2.2_605,covid_4269,"""I have been critical of other laboratories in the past,"" Evans said. ""I have seen what people in the NEIDL do on a day to day basis and as far as I know, there has been no evidence that the researchers at the NEIDL are acting in a way that is jeopardizing the public safety. It is one of the models of good practice in this community."""
Evidence_Covid_C2.2_606,covid_4269,"""This is a very urgent problem because there are many labs around the world that are starting to conduct this type of research,"" Chan said."
Evidence_Covid_C2.2_607,covid_4270,The COVID-19 crisis triggered a mortality shock resulting in LE declines in 2020 of a magnitude not observed in the recent history of high-income countries
Evidence_Covid_C2.2_608,covid_4270,"While data limitations have precluded in-depth analyses in low-to-middle-income countries, emerging evidence suggests even larger losses than those observed in high-income countries (such as in India?and Latin America)."
Evidence_Covid_C2.2_609,covid_4270,"Emerging estimates of LE losses based on excess deaths suggest that most western European countries are expected to partly recover from the losses observed in 2020, while other countries (including the United States and Russia) will suffer further LE declines."
Evidence_Covid_C2.2_610,covid_4270,"In all countries, LE in 2021 was lower than expected under the continuation of pre-pandemic trends."
Evidence_Covid_C2.2_611,covid_4270,"For example, while US mortality for ages 80+ returned to pre-pandemic levels in 2021, overall LE losses grew due to worsening mortality in ages below 60. "
Evidence_Covid_C2.2_612,covid_4270,The COVID-19 pandemic led to global increases in mortality and declines in period LE that are without precedent over the past 70 years.
Evidence_Covid_C2.2_613,covid_4271,"Oil prices fell on Monday, paring gains after rising to more than two-month highs, on mixed signals over China, the world¡¯s top crude importer, potentially relaxing its strict COVID-19 restrictions."
Evidence_Covid_C2.2_614,covid_4271,"¡°The market seems to be thinking that if China opens the economy, that would tighten supply significantly and put further upward pressure on prices,¡± said Phil Flynn, an analyst at Price Futures Group."
Evidence_Covid_C2.2_615,covid_4271,"¡°For a lot of folks, it looks like there is going to be a scramble for barrels come December, in particular in the euro zone,¡± said Bob Yawger, director of energy futures at Mizuho in New York."
Evidence_Covid_C2.2_616,covid_4271,"However, weighing on futures, Chinese health officials at the weekend reiterated their commitment to strict COVID containment measures."
Evidence_Covid_C2.2_617,covid_4271,"Meanwhile, China¡¯s imports and exports contracted unexpectedly in October, but its crude oil imports rebounded to the highest level since May."
Evidence_Covid_C2.2_618,covid_4271,"Oil prices have also been underpinned by expectations of tighter supplies when the European Union¡¯s embargo on Russia¡¯s seaborne crude exports starts on Dec. 5, even though refineries worldwide are ramping up output."
Evidence_Covid_C2.2_619,covid_4272,"¡°It¡¯s something that we¡¯re watching closely,¡± Philip said. ¡°We haven¡¯t seen a concerning increase yet. But we know that it may be soon to come, because the fall and winter is when these viruses circulate.¡±"
Evidence_Covid_C2.2_620,covid_4272,"Add in a potential swell in COVID-19 infections this winter, and health officials are concerned about a convergence of the respiratory viruses ¡ª a ¡°tripledemic¡± ¡ª that could tax health care systems this winter."
Evidence_Covid_C2.2_621,covid_4272,"¡°We¡¯re hoping that at worst it would be something like a serious flu season,¡± said Dr. Erica Pan, the California state epidemiologist. ¡°But it¡¯s hard to know for sure.¡±"
Evidence_Covid_C2.2_622,covid_4272,"As of Friday, 17 states were reporting high or very high levels of flu-like illness activity, according to the Centers for Disease Control and Prevention, with the number of U.S. cases and hospitalizations to date this season nearly doubling in the past week."
Evidence_Covid_C2.2_623,covid_4272,"Nationwide hospitalization rates for flu last week were the highest for this time of year in more than a decade, per the CDC, while 9% of tests for flu were coming back positive."
Evidence_Covid_C2.2_624,covid_4272,"About half those cases are RSV, with flu and COVID together making up about 10% and other winter pathogens such as rhinovirus the rest, Schroeder said."
Evidence_Covid_C2.2_625,covid_4273,"iPhone 14 production has been temporarily reduced because of Covid-19 restrictions at its primary iPhone 14 Pro and iPhone 14 Pro Max assembly plant in Zhengzhou, China."
Evidence_Covid_C2.2_626,covid_4273,"The factory, operated by Foxconn, is operating at ¡°significantly reduced capacity,¡± Apple said."
Evidence_Covid_C2.2_627,covid_4273,"In the past week, China has ordered lockdowns in Zhengzhou, where Apple does the majority of its iPhone production."
Evidence_Covid_C2.2_628,covid_4273,"China continues to pursue a ¡°zero-Covid¡± policy that requires facilities like the iPhone facility in Zhengzhou to operate as ¡°closed loops,¡± where workers isolate in dorms and work in factories separated from the outside world."
Evidence_Covid_C2.2_629,covid_4273,Apple¡¯s warning brings up the possibility that it may sell fewer iPhones in the December quarter because it is having trouble making enough to meet demand.
Evidence_Covid_C2.2_630,covid_4273,"It currently takes 31 days to receive an iPhone 14 Pro if ordered from Apple¡¯s website, longer than the average 2-day lead time for less-expensive iPhone models, JPMorgan analyst Samik Chatterjee said in a note on Sunday."
Evidence_Covid_C2.2_631,covid_4274,"Paxlovid, the antiviral pill that reduces the risk of hospitalization and death from Covid-19, also reduces the risk of long Covid, according to a new study by researchers at the US Department of Veterans Affairs."
Evidence_Covid_C2.2_632,covid_4274,"The study, posted online as a preprint on Saturday, analyzed electronic records for more than 56,000 veterans with Covid-19, including more than 9,000 who were treated with Paxlovid within the first five days of their infection."
Evidence_Covid_C2.2_633,covid_4274,That corresponded to 2.3 fewer cases of long Covid conditions per 100 people three months after their diagnosis.
Evidence_Covid_C2.2_634,covid_4274,Paxlovid also reduced the risk of hospitalization or death following acute Covid-19.
Evidence_Covid_C2.2_635,covid_4274," Paxlovid reduced the risk of long Covid in people who were unvaccinated, vaccinated and boosted, and in people experiencing their first Covid-19 infection or a reinfection, the study said."
Evidence_Covid_C2.2_636,covid_4274,The National Institutes of Health said last month it would launch a study of Paxlovid as a treatment for patients already experiencing long Covid.
Evidence_Covid_C2.2_637,covid_4275,"More than 17% of women had long Covid at some point during the pandemic, compared with 11% of men, according to Census Bureau data."
Evidence_Covid_C2.2_638,covid_4275,"Some 2.4% of women had symptoms that significantly limited their normal activities, compared with 1.3% of men, according to the data."
Evidence_Covid_C2.2_639,covid_4275,"The JAMA study also found that long Covid was more common among women. Nearly 18% of Covid survivors who had symptoms for more than two months were women, while 10% were men."
Evidence_Covid_C2.2_640,covid_4275,"Overall, more than 14% of U.S. adults had long Covid at some point during the pandemic, the survey found."
Evidence_Covid_C2.2_641,covid_4275,"Seven percent of U.S. adults currently have long Covid, according to the data."
Evidence_Covid_C2.2_642,covid_4275,"Scientists do not understand the underlying cause of long Covid yet, though there¡¯s a growing consensus that it is likely several distinct conditions and not a single disease. "
Evidence_Covid_C2.2_643,covid_4276,"With the exception of loss of taste or smell, many of the symptoms of flu will overlap with all of these other illnesses."
Evidence_Covid_C2.2_644,covid_4276,"RSV is not something that typically comes with high fevers, but can cause fevers in children."
Evidence_Covid_C2.2_645,covid_4276,There¡¯s really no way to differentiate between RSV and other cold viruses without a test.
Evidence_Covid_C2.2_646,covid_4276,"There¡¯s no home testing options for the flu or most other cold viruses, but most hospitals and clinics have access to both rapid tests and more sensitive tests, which test for several different viruses and take a little longer to return results."
Evidence_Covid_C2.2_647,covid_4276,"COVID tests remain fairly accessible to most Washingtonians, who can either pick one up at a pharmacy or drug store or order free kits from the state¡¯s home testing program."
Evidence_Covid_C2.2_648,covid_4276,"Many of those symptoms overlap, unfortunately, so it can be really difficult for people to tell what¡¯s what without testing."
Evidence_Covid_C2.2_649,covid_4277,"Yeah, Victoria is saying 25% increase in cases, about a 20% increase in hospitalisations. And if you look at the national average, which has got some flaws in it because of the way states are reporting, about an 11% increase in cases and a 30% increase in deaths, albeit off a very low base. So the tom-toms are a-beating that this surge is on."
Evidence_Covid_C2.2_650,covid_4277,"And then the other thing that Victoria has been able to reveal is that their wastewater surveillance and they do genomic testing of the samples that come through in the wastewater, and they're seeing new Omicron subvariants emerging, BQ.1 and XBB, which sound like sort of online slang that I just haven't kind of kept pace with. "
Evidence_Covid_C2.2_651,covid_4277,"28% of eligible Australians, to be precise. And when you look at the Commonwealth data on this, that's around about 5 million Australians over the age of 16 have not had their third dose, and many of them would have had their second dose a year ago. So they have virtually no protection left against infection, and they've got declining protection against severe disease."
Evidence_Covid_C2.2_652,covid_4277,"So in other words, you get a great response to the first vaccine. But with subsequent influenza vaccines, for example, you're not getting as good a response as you did originally. Immune imprinting, or some people call it original antigenic sin."
Evidence_Covid_C2.2_653,covid_4277,"So first it was just Omicron, then it was Omicron 1, 2, 3, 4, 5. And now we've got experts talking about this idea of a variant soup, or variant clouds where there's lots of¡­they've got a lot of similarities, but there's also distinctive differences. And no one's really quite sure which one's going to become the dominant variant going forward."
Evidence_Covid_C2.2_654,covid_4277,"XBB is the other variant, and now I'll tell you where they came from. So XBB is a recombination of genes from two subvariants, they're all of the Omicron family, and the BA2 subvariants recombined to form XBB, and it's circulating in Southeast Asia and has come here as well. The BQ.1s are a subvariant of BA5."
Evidence_Covid_C2.2_655,covid_4294,CUNY students and faculty are sounding the alarm about a mandatory on-campus COVID PCR testing program that they say fails to accommodate work schedules and has locked people out of their classes.
Evidence_Covid_C2.2_656,covid_4294,"The program began in the summer of 2021 when the city¡¯s sprawling university system, with 25 campuses and nearly a quarter-million students, awarded a small testing company, Applied DNA Sciences, Inc., a $35 million contract, originally to provide ongoing ¡°surveillance¡± testing that included randomized testing and separate weekly testing for unvaccinated students."
Evidence_Covid_C2.2_657,covid_4294,"Unlike rapid testing, which can immediately identify people with transmissible COVID, the PCR tests take 24 hours (or 48 on weekends) to process at Applied DNA¡¯s Long Island lab ¡ª leaving some students to go to class while the test results are still unknown. "
Evidence_Covid_C2.2_658,covid_4294,"At Brooklyn College, where CUNY community members have more hours to show up for testing, some praise the system."
Evidence_Covid_C2.2_659,covid_4294,"¡°The City University of New York is committed to keeping all our students safe and our COVID-19 testing protocols have been effective at minimizing the spread of the disease and keeping classes largely in person across the system,¡± Tirella said in response to an earlier, different request for comment."
Evidence_Covid_C2.2_660,covid_4294,"¡°As an epidemiologist, I¡¯m kind of happy to see that they are continuing to do testing, because with the switch to rapid home tests, we actually don¡¯t have a really good sense necessarily of how much COVID there is in the community,¡± Ompad continued. ¡°Because the only way we¡¯re going to know if someone tests positive is if they go to a clinic or a hospital and get tested there, where it gets reported through the lab-based system. So, we are absolutely going to be undercounting cases.¡±"
Evidence_Covid_C2.2_661,covid_4279,"In a new study published in Molecular Psychiatry, researchers from Sweden and a Harvard-affiliated hospital in Boston tried to find out by creating ¡°brain organoids,¡± or miniature brains about the size of a pinhead, and infected them with COVID."
Evidence_Covid_C2.2_662,covid_4279,"What researchers witnessed may explain why many Long COVID sufferers report neurological symptoms, and why COVID seems to increase the risk of developing some neurological disorders."
Evidence_Covid_C2.2_663,covid_4279,"But the infected mini brains showed unnecessary and inordinate levels of the clean-up process, similar to the level seen in neurological disorders like schizophrenia, Alzheimer¡¯s, and Parkinson¡¯s disease, according to the authors."
Evidence_Covid_C2.2_664,covid_4279,"Authors of the new study caution that because the mini brains they created are so small, they may resemble the brain of a fetus more than that of an adult. Still, some studies of individuals who¡¯ve died from COVID, in addition to imaging studies of those who¡¯ve survived it, report the death of neurons and a reduction in the thickness of gray matter in the brain, signs of synapse loss, they say."
Evidence_Covid_C2.2_665,covid_4279,"Still, some studies of individuals who¡¯ve died from COVID, in addition to imaging studies of those who¡¯ve survived it, report the death of neurons and a reduction in the thickness of gray matter in the brain, signs of synapse loss, they say."
Evidence_Covid_C2.2_666,covid_4279,"It¡¯s well established that those who¡¯ve had COVID are at an increased risk for complications like stroke, memory problems, depression, anxiety, and migraines."
Evidence_Covid_C2.2_667,covid_4295,"Now, a number of bereaved people who lost loved ones during the Covid pandemic will be featured in a new portrait series by the photographer Rankin alongside them for one last time."
Evidence_Covid_C2.2_668,covid_4295,"The project, called Dying Matters, is in partnership with Hospice UK and aims to spark a conversation about grief, amid a pandemic that has left an estimated additional 750,000 people bereaved across the UK."
Evidence_Covid_C2.2_669,covid_4295,"¡°We¡¯re so pleased to have worked with Rankin to capture these deeply personal experiences that tell bold and brave stories from all walks of life, and we¡¯re honoured to be sharing the experiences of our wonderful storytellers to open up a much-needed conversation about death, dying and bereavement.¡±"
Evidence_Covid_C2.2_670,covid_4295,"The series is being released during #IRemember eek, running from 7-13 November, when people are encouraged to share stories and photos of those they have lost."
Evidence_Covid_C2.2_671,covid_4295,The photos will also be exhibited at the Death festival in Brighton on 11-12 November.
Evidence_Covid_C2.2_672,covid_4295,"By playing with perspective, the photographer ¨C who has captured some of the world¡¯s most famous people from Queen Elizabeth II to Kate Moss ¨C has tried to bring the subjects of these photos to life in a different way."
Evidence_Covid_C2.2_673,covid_4297,Dramatically fewer Black and Hispanic adult outpatients were given the leading antiviral medication for COVID-19 than White and non-Hispanics.
Evidence_Covid_C2.2_674,covid_4297,The study came months after medical and public health professionals expressed concern that Black and Hispanic COVID-19 patients would not receive medical care equivalent to that received by white and non-Hispanic patients. 
Evidence_Covid_C2.2_675,covid_4297,"In the weeks studied, the number of COVID-19 patients older than 20 who were prescribed Paxlovid was 36% lower for Black patients and 30% lower for Hispanic patients than for White and non-Hispanic patients."
Evidence_Covid_C2.2_676,covid_4297,"The CDC said in the report that majority Black, Hispanic or Native American communities in high-poverty areas have less access to places they can get treatment for COVID-19."
Evidence_Covid_C2.2_677,covid_4297,"Other factors considered as possible factors contributing factors are the patients¡¯ limited knowledge of treatment options, lack of internet access for telemedicine communication, limited transportation and language barriers."
Evidence_Covid_C2.2_678,covid_4297,"The researchers suggested multiple factors likely contributed to the treatment differences, with poverty one of the most serious by limiting access to treatment."
Evidence_Covid_C2.2_679,covid_4298,"HONG KONG, Nov 7 (Reuters) - Global executives want to see a further easing of Hong Kong's COVID-19 restrictions and it's crucial for the China border to reopen so the financial hub can reconnect with the mainland, the head of the city's de facto central bank told Reuters."
Evidence_Covid_C2.2_680,covid_4298,"""In the case of Hong Kong, everyone hoped there could be further relaxations,"" Yue said, referring to some of the main messages relayed to him by executives, adding that he hoped the border with China would open ""very soon""."
Evidence_Covid_C2.2_681,covid_4298,"I hope the process can be faster. I understand the Hong Kong government is already in very intensive talks with the mainland authorities on that, Yue said in an interview at the HKMA office on Friday."
Evidence_Covid_C2.2_682,covid_4298,The Hong Kong government has said it's working towards lifting COVID-19 rules. 
Evidence_Covid_C2.2_683,covid_4298,"At the business summit last week, Chinese regulators had made it clear that they value Hong Kong for acting as a springboard to the mainland and were committed to supporting the city's role as a financial centre, Yue said."
Evidence_Covid_C2.2_684,covid_4298,"As with any other central bank, risk assessment and risk preparation is in our DNA. So we basically prepare for anything. Any worst case scenario ... It's like we stress test the banks, we stress test ourself as well, he said."
Evidence_Covid_C2.2_685,covid_4283,A Covid outbreak at an American scientific research station in Antarctica has forced U.S. officials to temporarily halt all travel to the remote outpost.
Evidence_Covid_C2.2_686,covid_4283,"The National Science Foundation, which operates McMurdo Station on the southern tip of Antarctica¡¯s Ross Island, announced new measures over the weekend to help control the outbreak, which was first reported by NBC News on Friday."
Evidence_Covid_C2.2_687,covid_4283,"¡°Consistent with the U.S. National Science Foundation¡¯s commitment to balance research and operational needs while containing the spread of Covid cases in Antarctica, NSF is implementing a pause on all travel to the continent for the next two weeks, effective immediately, while we reassess the situation,¡± agency officials said in a statement released Saturday."
Evidence_Covid_C2.2_688,covid_4283,The agency confirmed that 10% of the research station¡¯s population have tested positive for Covid during this recent outbreak. 
Evidence_Covid_C2.2_689,covid_4283,The agency said it ¡°highly recommends¡± KN-95 masks be worn at all times and will provide them to residents.
Evidence_Covid_C2.2_690,covid_4283,"Though most of the stricter Covid protocols from the past two years ¡ª including quarantines, charter flights and multiple PCR tests ¡ª have been relaxed, visitors to McMurdo must receive a bivalent booster shot and those who are at high risk for Covid are screened out."
Evidence_Covid_C2.2_691,covid_4284,"China has reiterated its unswerving commitment to its longstanding zero-Covid policy, despite mounting public frustration the stringent measures are costing the very lives they¡¯re intended to protect."
Evidence_Covid_C2.2_692,covid_4284,"Unfounded rumors of an exit from the costly strategy had sent Chinese stocks soaring last week, but at a news conference Saturday, Chinese health officials vowed to continue with the country¡¯s zero-tolerance approach that aims to eliminate Covid cases as soon as they flare up."
Evidence_Covid_C2.2_693,covid_4284,"¡°Practice has proved that our pandemic prevention and control policy and a series of strategic measures are completely correct, and the most economical and effective,¡± said Hu Xiang, a disease control official, when asked if China would adjust its Covid policies in the near term."
Evidence_Covid_C2.2_694,covid_4284,"¡°We should adhere to the principle of putting people and lives first, and the broader strategy of preventing imports from outside and internal rebounds,¡± Hu said."
Evidence_Covid_C2.2_695,covid_4284,"The announcement dealt a heavy blow to hopes for an easing of restrictions, fueled by unverified social media rumors that China was forming a high-level committee to pivot away from zero-Covid."
Evidence_Covid_C2.2_696,covid_4284,"China reported 5,496 local infections for Sunday, hitting a six-month high, according to official data."
Evidence_Covid_C2.2_697,covid_4299,The Eartha M.M. White Historical Museum reopened after being on hiatus during the COVID-19 pandemic.
Evidence_Covid_C2.2_698,covid_4299,"The renovated space ¡ª representing more than 150 years of Jacksonville¡¯s Black history ¡ª celebrated its grand reopening on Tuesday, Nov. 8, 2022."
Evidence_Covid_C2.2_699,covid_4299,The grand reopening of the museum fell on White¡¯s birthday ¡ª which was also Election Day.
Evidence_Covid_C2.2_700,covid_4299,"Adonnica Toler, the museum director, and her team of volunteers curated items belonging to the founder of the Clara White Mission, Dr. Eartha M.M. White."
Evidence_Covid_C2.2_701,covid_4299,"The museum is a fresh introduction to White who was a humanitarian, philanthropist, and icon, according to a release."
Evidence_Covid_C2.2_702,covid_4299,"¡°Eartha White touched every aspect of society in Jacksonville and across the nation, the release said."
Evidence_Covid_C2.2_703,covid_4286,"In late September, Zunyou Wu, chief epidemiologist at the Chinese Center for Disease Control and Prevention, told citizens to avoid contact with foreigners, who have already left the country in large numbers, to stop the spread of monkeypox."
Evidence_Covid_C2.2_704,covid_4286,"The warning, which went viral on social media, points back to a pattern of xenophobic and ethnonationalist language that¡¯s increasingly being used by Chinese government officials¡ªsomething that foreigners, who remain in China after two years of stringent pandemic policies, are struggling to make sense of."
Evidence_Covid_C2.2_705,covid_4286,"¡°His statement is clearly intended to confuse the public, and perhaps even to propagandize [Chinese citizens] against foreigners by using over-politicized public health messaging concerning the monkeypox epidemic,¡± Sulayman Aziz, an epidemiologist and acting foreign minister of the East Turkistan Government in Exile in Washington, a Uyghur activist group, told Foreign Policy over email."
Evidence_Covid_C2.2_706,covid_4286,"¡°The Uyghur people are dying on a daily basis from China¡¯s man-made forced starvation,¡± Aziz added."
Evidence_Covid_C2.2_707,covid_4286,"Her friends in China, however, aren¡¯t taking everything officials have said at face value."
Evidence_Covid_C2.2_708,covid_4286,"¡°I do have Chinese friends in groups I¡¯m in, and they¡¯re not taking this silly advice that they should stay away from foreigners,¡± she said. ¡°They know better. They¡¯re not ignorant.¡±"
Evidence_Covid_C2.2_709,covid_4300,"AMARILLO, Texas (KFDA) - The city of Amarillo Public Health Department is hosting free COVID-19 vaccine clinics at each library."
Evidence_Covid_C2.2_710,covid_4300,"The first and second doses, and the new booster will be available for free."
Evidence_Covid_C2.2_711,covid_4300,"1:30 p.m. to 5:30 p.m. on November 9 ¨C East Branch Library, 2232 SE 27th Ave."
Evidence_Covid_C2.2_712,covid_4300,"1:30 p.m. to 5:30 p.m. on November 10 ¨C Northwest Branch Library, 6100 SW 9th Ave."
Evidence_Covid_C2.2_713,covid_4300,"9:30 a.m. to 1:30 p.m. on November 12 ¨C Southwest Branch Library, 6801 SW 45th Ave."
Evidence_Covid_C2.2_714,covid_4300,Vaccinations are also available at the Amarillo Public Health Department and Public Health mobile vaccine clinics.
Evidence_Covid_C2.2_715,covid_4288,"Nov 7 (Reuters) - Staff reviewers at the U.S. Food and Drug Administration on Monday identified several uncertainties around Veru Inc's (VERU.O) data for its experimental COVID-19 drug but did not raise any new concerns, sending its shares surging 52%."
Evidence_Covid_C2.2_716,covid_4288,"The reviewers also did not offer any strong argument against the emergency use authorization (EUA) even as they flagged the small size of the trial that showed the drug reduced death rates, analysts said."
Evidence_Covid_C2.2_717,covid_4288,"The data did not help clearly identify a relevant patient population and the high rate of deaths in a placebo group in the trial may raise questions about the results, the reviewers said."
Evidence_Covid_C2.2_718,covid_4288,"Veru's shares were up at $15.7 in afternoon trading. They fell nearly 9% since mid-September, when the FDA rescheduled the advisory committee meeting."
Evidence_Covid_C2.2_719,covid_4288,"Cantor Fitzgerald analyst Brandon Folkes said the FDA is ""leading the advisory committee towards granting an EUA"" provided Veru commits to an adequate post-EUA study."
Evidence_Covid_C2.2_720,covid_4288,"Given that there was uncertainty heading into the recent documents, in terms of what the FDA would say, there is a bit of relief, said Leland Gershell, Oppenheimer analyst."
Evidence_Covid_C2.2_721,covid_4301,The downstate senator claimed Monday that mandating the COVID-19 vaccine would be an experiment on Illinois kids. 
Evidence_Covid_C2.2_722,covid_4301,Bailey said Pritzker uses kids to make political points and is trying to become the most left-wing governor in America.
Evidence_Covid_C2.2_723,covid_4301,"¡°He ignores parents in his attempts to vilify parents who dare to speak out and stand up for our children,¡± Bailey said followed by a round of applause and screaming. ¡°Enough is enough.¡±"
Evidence_Covid_C2.2_724,covid_4301,Bailey said those decisions belong to parents with consultation from family physicians.
Evidence_Covid_C2.2_725,covid_4301,Pritzker appeared at Get Out The Vote rallies with the Democratic slate of statewide candidates while Bailey warned parents that the governor will force children to get the COVID-19 vaccine before school next fall.
Evidence_Covid_C2.2_726,covid_4301,"The Pritzker administration also stated that IDPH staff are doing their jobs, so they are able to answer questions about potentially adding the COVID-19 vaccine to existing requirements."
Evidence_Covid_C2.2_727,covid_4305,"People who reported experiencing side effects to the Pfizer/BioNTech and Moderna Covid-19 vaccines such as fever, chills or muscle pain tended to have a greater antibody response following vaccination, according to new research."
Evidence_Covid_C2.2_728,covid_4305,"Having such symptoms after vaccination is associated with greater antibody responses compared with having only pain or rash at the injection site or no symptoms at all, suggests the paper published Friday in the journal JAMA Network Open."
Evidence_Covid_C2.2_729,covid_4305,"¡°This is more to reassure people who have had a reaction that that¡¯s their immune system responding, actually in a rather good way, to the vaccine, even though it has caused them some discomfort,¡± Schaffner said."
Evidence_Covid_C2.2_730,covid_4305,"The researchers found that after either vaccine dose, 446 or 48% of participants reported systemic symptoms while 12% reported only local symptoms and 40% reported no symptoms at all."
Evidence_Covid_C2.2_731,covid_4305,"Meanwhile, antibody reactivity was observed in 444 or 99% of participants with systemic symptoms, 99% of those with only local symptoms and 98% of those with no symptoms."
